transaction_amount,transaction_hour,days_since_last_transaction,merchant_risk_score,customer_age_months,num_transactions_24h,is_international,is_fraud
72.44071418357333,8,0.3360731036914247,19.550797995299256,32.119108326917534,5,0,0
34.03764027006163,23,1.2966801948563802,63.12154994074827,11.650787522182457,4,0,0
151.52902928120287,18,2.615601049081283,17.47441541290289,68.85456291953903,3,0,0
66.41883160309743,10,1.018329125205561,14.246944839491041,20.69218417277095,1,0,0
130.30049756728198,6,4.978308793822727,38.64735865340813,3.8479122067831897,2,1,0
194.3092950605265,6,2.5311985380837037,6.521020098584716,39.7868686454603,3,0,0
57.19580870455664,8,4.392283657846812,24.507797742116306,57.667627477090605,1,0,0
134.16644964055348,9,10.777174856498261,57.63889218987915,8.149659404000918,4,0,0
54.12485894928682,23,13.211594614006438,26.527051164478117,22.558952787129975,2,0,0
90.855177944758,16,14.703303840065242,23.521875076413334,8.114619344880811,3,0,0
143.45780321946364,18,5.950387543690502,52.34972638796035,3.3494431248393974,3,0,0
64.2348145370016,5,12.928898797419112,16.6173204387959,14.68594030074702,3,0,0
113.95107628851696,5,12.380393422189632,23.152025282217334,51.07634586463539,4,0,0
45.94717297958688,5,6.157917850959086,38.875328453915294,71.80276587552997,2,0,0
76.84193189573006,13,2.0481826511805754,26.012684570735622,27.302487332043537,2,0,0
46.13119615076209,12,3.632137576656154,29.815314894519247,59.96988480865026,4,0,0
35.850388790571515,16,4.388574715705661,22.78921044211792,14.137334192397887,0,0,0
82.95460613269601,9,23.96607773516438,68.19031548296003,1.1355111062970185,2,0,0
53.6323432904713,9,2.166605550715997,41.56598544011983,19.367931659276632,3,1,0
119.09677261157766,23,0.8958171334599601,33.98655710031454,24.739021816115894,2,0,0
72.05390763642058,12,5.191787087758067,41.00252728932982,38.12627548380128,1,0,0
159.8623461822614,7,1.195251663605028,20.207740211145673,8.262600567804533,1,0,0
97.11906014832073,5,2.747475179332869,43.91358575461658,4.751329171289164,1,0,0
87.02043243181976,21,7.802637814813039,50.90482375351629,11.90658590634138,2,0,0
646.9936254171694,5,104.8294248963373,88.49285796454754,4.7987159061847375,7,1,1
195.47083202350652,23,12.130446375784793,37.27542839537606,3.4818540239664526,3,0,0
109.46641536461871,2,21.4981965802072,5.537269994197976,47.23181832183451,1,0,0
66.14191442439441,9,4.633165463189527,7.971221571913348,25.44408533381185,3,0,0
48.146696321500194,5,3.044647339997316,46.410432034854175,0.7738875248741499,1,1,0
67.67135578787367,3,0.050610959005103984,26.66836360580971,14.510078965521357,5,0,0
126.05612141896691,2,2.1539681523698797,27.449089581337095,19.16682335627292,2,0,0
191.57293829271768,7,12.310943230226002,42.443062130925156,8.869823049544735,3,0,0
943.847274060727,5,89.87945646490044,59.55571703763,5.127024723158154,7,0,1
402.52217713497953,1,26.128571164716337,75.90918337186396,0.29802967146400094,8,1,1
168.68292725814788,5,2.6190498412613734,29.336859250241083,103.38886437147741,0,0,0
116.39397620796787,12,3.6554398947759137,37.30057805026467,82.86560590686607,2,0,0
35.32461873979521,7,2.811632186207449,28.907030917498822,70.08355197510191,3,1,0
150.29622558982084,9,16.944423559238565,29.169944299116114,6.445636672087375,1,0,0
210.18729501278028,2,46.640810856616106,43.054417554435815,5.242937262090766,7,1,1
140.89448290125142,4,0.19836229956092133,45.283048797057404,4.52928189518729,7,0,0
88.62618700232962,13,3.20605633229577,10.95122135059604,42.03422071576431,5,0,0
93.13445171055602,14,2.134907576632639,54.66175508784914,7.1232786848499625,4,0,0
85.41531251033616,6,7.082995188100658,6.555504075668921,7.138924584137851,5,0,0
167.81200142854115,18,15.76937609840356,18.440474749692722,34.73707779640074,5,0,0
149.21611992382918,20,24.973367284051257,44.37954627147758,18.311350585761105,2,0,0
166.2716054547539,1,14.677517506099736,33.27230768120996,35.38641330973503,3,1,0
62.01484412598565,13,0.876849864591911,47.23990271527481,3.437367968347538,2,0,0
-45.71279949084706,16,7.019485912174534,41.25125786489961,70.02468090510233,4,1,0
122.79520975853514,21,0.40509301864411573,2.406541106057015,20.640298578332498,4,0,0
127.66256099923919,18,6.145680330374978,22.113529279223275,10.018401944348387,5,1,0
84.51751430059694,23,1.0092869226147074,44.72898969032509,84.55497891473694,0,0,0
154.80349537386994,12,8.486430737382543,21.81711987510031,2.830528412241108,3,0,0
58.40888958847776,11,7.179702258095066,27.013857200097185,2.0378451787855383,2,0,0
70.55665866306519,6,1.3188197354064721,35.935409387192806,5.869905330819952,3,0,0
91.34640878580652,5,1.28834985364104,18.994075601998738,22.116327597878282,4,0,0
111.7012227176574,1,1.2166373892541151,43.884853992726114,11.72041131319268,3,0,0
93.02051859224132,8,0.017919796582867586,47.778696410897574,36.36106845831189,3,1,0
87.73059419985647,21,5.007827743290675,63.210535894867704,6.699786721994737,2,1,0
88.05339504151529,15,23.160466783198043,32.10484786911869,8.128251506142353,3,0,0
101.91189974800142,3,0.8199137556160254,13.371202646859121,2.2425200819791744,3,1,0
33.697615695898094,5,3.421181238685316,37.30191638699446,48.67529577710421,3,0,0
32.12412300790325,3,2.22624445399737,17.584119194502712,117.84872594857208,5,1,0
171.22479106234738,4,4.517157579299464,12.219737975162909,10.49208673437323,8,0,0
99.64775072597226,20,1.3269556646801424,15.803244896739072,52.96979042697647,2,0,0
28.762590689327155,8,3.4802310919781485,30.54238834397226,26.816921932852555,3,0,0
115.56543367214424,22,10.229117341453197,64.8798028092,63.21761404991349,6,0,0
135.30394569075656,8,4.916163801265881,27.50109224025592,8.149488720706078,1,0,0
113.29391148260243,4,4.513789835276357,71.5440005339415,26.403752559131092,4,0,0
108.93473584052379,6,0.3730042064037321,63.495292062830764,17.287345171431483,4,0,0
95.95413311686559,8,6.640060063441997,16.061750716914577,51.7008331567872,5,0,0
43.66162655450974,0,3.6640473385294614,53.718174331670255,13.856301238489433,2,0,0
59.57531985534062,15,4.6991239783374175,41.060896908282,12.752389821361685,2,0,0
46.112761103534694,1,1.5964063942866407,8.687238803131358,3.5085874783976383,2,0,0
144.97999377166252,7,3.1248713878627603,6.469902256081767,36.2958047719699,4,0,0
146.23168414563844,15,2.787878090730641,10.235956103427792,2.0581352748023582,4,0,0
38.04464621730496,22,9.512425143468414,21.311914757517933,16.673859274165167,3,0,0
95.16434440648038,6,3.1889420099065893,16.656315073470207,71.16087420137478,2,0,0
234.65168319902483,10,0.44399124847507965,70.95730453817946,9.11691076420068,2,0,0
130.34252966078355,7,0.6961404350646436,22.406127169974756,100.67527451837643,2,0,0
162.6421317213742,5,0.6423752493320684,36.53051699993931,42.51470839924535,5,0,0
54.796585513199986,0,1.5912090772777847,65.73060354693948,0.6673710022764454,3,0,0
126.10712729669679,7,4.009124798523789,25.583460374739047,74.93319041270708,7,0,0
70.75461732911151,23,10.296454923661894,7.873106852616783,11.235190591534836,7,1,0
259.65537839224305,9,6.405143655334483,31.950408254672436,12.620228751413467,1,0,0
6.51291501522897,23,3.1426128594417504,1.8658465068568608,14.376319511302945,3,1,0
208.25011724505418,19,2.5309096480032616,13.924110476414512,43.35275826335318,3,0,0
95.19700501376751,20,6.689485104467402,50.62534816438835,5.134868663647808,3,0,0
102.96092170072441,6,2.0471420635253987,28.33052438642987,3.0672486707030098,6,0,0
189.1451605109281,0,3.5720980980236194,46.7105335288528,0.3641896324002266,7,0,1
28.342409273764403,9,4.162141443279742,21.17161183381358,58.296017741658915,2,0,0
62.65383574649162,19,5.638751310239423,10.820910685645618,33.76196256041543,0,0,0
73.47494261947362,2,3.6189018733383262,9.654814602870628,126.94907311013114,1,1,0
123.69164604558938,4,1.0450970848626238,29.864940778663644,4.718765274166644,1,0,0
95.05551734044286,21,3.1047215441333265,28.137952231448736,15.78323464565411,3,0,0
90.4830660958196,15,1.1581505781729429,36.52226075786792,36.498830291561795,4,0,0
125.9435590220061,19,2.2092783483010883,27.0198451337131,8.876967385927994,2,0,0
149.82852552897236,12,7.448291633248304,12.728881629574895,9.688398806949584,5,0,0
154.4384827108336,15,1.4207394328746223,35.52023993900674,33.717949648492265,2,0,0
147.96354130426033,5,6.241658630182258,16.831590834941444,13.045359704559697,3,0,0
0.6215542699553538,16,8.72403452897522,25.834364328673274,5.281026926237972,3,0,0
58.655982298007,16,0.15541812710377054,24.194845276157615,22.575685525778496,5,0,0
127.33667841006897,0,36.54057838972305,38.81668252686473,6.881311107502102,2,0,0
100.9808328846995,0,2.076266972357626,19.06096880006969,13.35714950791487,1,0,0
125.00715165569419,11,3.0262493572514555,22.79788461657408,66.82725423247331,4,0,0
88.95152002333884,8,4.324621025379335,12.036817219457282,30.803351120567353,0,0,0
188.27271201405483,23,10.926786987004656,47.74358694589118,29.449353160126513,1,0,0
194.0578534720295,8,0.6579852109869515,48.991945913871525,2.453153041356126,7,0,0
83.14570144409804,17,16.041236000376806,50.49544929037818,29.35360685228843,0,0,0
159.00640868707637,16,1.236935027590407,37.28109319347832,76.03330635508334,1,0,0
80.59115907293857,7,8.723470024428165,32.00936420550486,29.45310799284357,1,0,0
28.909466662907818,14,1.828899739151221,31.871233964699343,57.32064186789225,2,1,0
96.4199370292968,17,4.3024103467429775,20.955709705254613,9.684650238387128,4,0,0
43.69730195444749,8,7.748818892092279,12.009059308094686,4.600416804804752,2,1,0
68.75907111521606,15,0.4789977571508441,10.645208724639419,15.762960967165254,5,0,0
183.72462166737688,19,2.0524422769883204,11.971438893908054,17.460794119134864,5,0,0
64.04452742754071,13,7.242308066406624,29.609698784679907,7.772575566846001,0,0,0
86.85545853958662,4,5.047808726026883,35.784453816366785,31.377830007772026,4,0,0
151.95558937101345,16,8.987214920884144,46.2475084117444,0.8514626621781689,2,0,0
60.373963078364966,16,0.36021314770672896,38.012408413097916,16.27762422287628,5,0,0
130.85029747883488,8,7.157722057781246,19.39385191238806,65.38412392009235,4,0,0
91.35269700382885,19,1.0659162896250602,10.464801154255571,10.11081532633373,2,0,0
158.63645096296824,8,1.5808397846746012,60.48515508429275,51.44814091764084,3,0,0
1081.17813610214,3,15.469170900274364,81.61080541793548,2.094634620767213,10,0,1
42.85148510846884,9,9.210499480126249,21.860067065340207,21.61903306234376,3,0,0
13.709663560470162,0,0.36823851088464365,28.088762034185287,13.05333106696904,4,0,0
104.89066465466537,13,0.4536912346045212,32.01757034322243,7.404968251174547,2,1,0
82.08299239893888,3,2.9553204151607964,17.458321868501155,31.294388497044125,6,0,0
93.45145715307778,1,2.885042587845348,38.89189196137522,0.9957528931155291,10,1,1
3.616371032719499,14,5.631129113143789,28.06027490182535,31.953867968341488,2,0,0
142.09918477260635,12,3.9599914731802626,28.299227731116638,9.56404490740721,3,0,0
58.19689239499877,17,1.7268776747736898,28.115692775846597,15.39447660906789,1,0,0
128.61951555878377,2,0.0865023730165449,14.054400512464385,30.154869097451147,1,0,0
109.73680973593875,15,2.3285826223232817,37.354271660852504,5.932878940579967,2,0,0
89.53381614240669,8,9.694787136712938,5.248292308930068,9.969177087075456,6,1,0
200.763755523032,14,5.399247016562119,46.1832961229866,18.1032891130199,1,0,0
52.4544635156384,18,1.4277923461161846,22.9220739656005,43.62651052756175,1,0,0
61.932236509552965,15,3.458398036350614,24.992731710979918,1.0717196845603223,5,1,0
106.15391008280906,18,2.2576543975760113,24.427389087229933,10.124693480898191,2,0,0
95.51321528563867,6,2.5926585555623234,18.781872859779025,23.055447468054087,2,0,0
236.00845832948093,17,21.506004624158614,38.17475984709793,8.60903104509081,4,0,0
